# Planck 2018 lensed scalar CMB, D_ell = l(l+1)C_l/2pi in muK^2.
# Lensing BB only -- scalars, r = 0, no primordial B modes.
# Planck 2018 VI Table 2, TT,TE,EE+lowE+lensing (marginalised means):
#   H0=67.36 ombh2=0.02237 omch2=0.12 tau=0.0544
#   As=2.1e-09 ns=0.9649 mnu=0.06 omk=0
# CAMB 1.6.5, lens_potential_accuracy=4.
# columns: ell  D_TT  D_EE  D_BB  D_TE
    1504     6.75885E+02     1.30189E+01     8.33702E-02     8.45216E-01
    1505     6.72879E+02     1.31019E+01     8.32967E-02     1.16985E+00
    1506     6.69858E+02     1.31862E+01     8.32226E-02     1.48511E+00
    1507     6.66824E+02     1.32720E+01     8.31481E-02     1.79091E+00
    1508     6.63777E+02     1.33591E+01     8.30731E-02     2.08716E+00
    1509     6.60718E+02     1.34474E+01     8.29976E-02     2.37390E+00
    1510     6.57647E+02     1.35370E+01     8.29216E-02     2.65092E+00
    1511     6.54566E+02     1.36277E+01     8.28452E-02     2.91833E+00
    1512     6.51476E+02     1.37196E+01     8.27683E-02     3.17606E+00
    1513     6.48378E+02     1.38125E+01     8.26910E-02     3.42413E+00
    1514     6.45272E+02     1.39064E+01     8.26133E-02     3.66243E+00
    1515     6.42161E+02     1.40014E+01     8.25351E-02     3.89104E+00
    1516     6.39044E+02     1.40973E+01     8.24565E-02     4.10983E+00
    1517     6.35921E+02     1.41941E+01     8.23775E-02     4.31881E+00
    1518     6.32796E+02     1.42917E+01     8.22981E-02     4.51801E+00
    1519     6.29667E+02     1.43901E+01     8.22183E-02     4.70742E+00
    1520     6.26535E+02     1.44892E+01     8.21382E-02     4.88693E+00
    1521     6.23402E+02     1.45890E+01     8.20577E-02     5.05661E+00
    1522     6.20268E+02     1.46895E+01     8.19768E-02     5.21647E+00
    1523     6.17132E+02     1.47905E+01     8.18956E-02     5.36638E+00
    1524     6.13997E+02     1.48920E+01     8.18141E-02     5.50642E+00
    1525     6.10864E+02     1.49940E+01     8.17323E-02     5.63660E+00
    1526     6.07732E+02     1.50965E+01     8.16501E-02     5.75691E+00
    1527     6.04603E+02     1.51993E+01     8.15676E-02     5.86745E+00
    1528     6.01477E+02     1.53025E+01     8.14849E-02     5.96814E+00
    1529     5.98356E+02     1.54059E+01     8.14019E-02     6.05913E+00
    1530     5.95239E+02     1.55096E+01     8.13186E-02     6.14028E+00
    1531     5.92128E+02     1.56134E+01     8.12351E-02     6.21166E+00
    1532     5.89022E+02     1.57175E+01     8.11513E-02     6.27334E+00
    1533     5.85924E+02     1.58215E+01     8.10673E-02     6.32533E+00
    1534     5.82833E+02     1.59255E+01     8.09831E-02     6.36769E+00
    1535     5.79750E+02     1.60296E+01     8.08987E-02     6.40043E+00
    1536     5.76676E+02     1.61336E+01     8.08140E-02     6.42353E+00
    1537     5.73611E+02     1.62373E+01     8.07292E-02     6.43707E+00
    1538     5.70556E+02     1.63410E+01     8.06443E-02     6.44111E+00
    1539     5.67512E+02     1.64443E+01     8.05591E-02     6.43572E+00
    1540     5.64480E+02     1.65474E+01     8.04738E-02     6.42104E+00
    1541     5.61459E+02     1.66502E+01     8.03884E-02     6.39699E+00
    1542     5.58452E+02     1.67527E+01     8.03029E-02     6.36377E+00
    1543     5.55458E+02     1.68546E+01     8.02172E-02     6.32138E+00
    1544     5.52479E+02     1.69562E+01     8.01314E-02     6.26995E+00
    1545     5.49514E+02     1.70572E+01     8.00455E-02     6.20954E+00
    1546     5.46565E+02     1.71576E+01     7.99596E-02     6.14022E+00
    1547     5.43633E+02     1.72574E+01     7.98736E-02     6.06203E+00
    1548     5.40717E+02     1.73566E+01     7.97875E-02     5.97511E+00
    1549     5.37818E+02     1.74550E+01     7.97014E-02     5.87951E+00
    1550     5.34937E+02     1.75527E+01     7.96152E-02     5.77530E+00
    1551     5.32074E+02     1.76496E+01     7.95290E-02     5.66260E+00
    1552     5.29230E+02     1.77456E+01     7.94428E-02     5.54146E+00
    1553     5.26405E+02     1.78408E+01     7.93566E-02     5.41209E+00
    1554     5.23600E+02     1.79350E+01     7.92704E-02     5.27445E+00
    1555     5.20815E+02     1.80282E+01     7.91842E-02     5.12875E+00
    1556     5.18051E+02     1.81204E+01     7.90980E-02     4.97504E+00
    1557     5.15309E+02     1.82116E+01     7.90119E-02     4.81351E+00
    1558     5.12589E+02     1.83017E+01     7.89258E-02     4.64422E+00
    1559     5.09892E+02     1.83907E+01     7.88398E-02     4.46735E+00
    1560     5.07217E+02     1.84784E+01     7.87538E-02     4.28287E+00
    1561     5.04565E+02     1.85650E+01     7.86679E-02     4.09114E+00
    1562     5.01938E+02     1.86503E+01     7.85822E-02     3.89211E+00
    1563     4.99335E+02     1.87344E+01     7.84965E-02     3.68598E+00
    1564     4.96757E+02     1.88171E+01     7.84109E-02     3.47287E+00
    1565     4.94204E+02     1.88985E+01     7.83254E-02     3.25296E+00
    1566     4.91677E+02     1.89785E+01     7.82401E-02     3.02630E+00
    1567     4.89175E+02     1.90571E+01     7.81548E-02     2.79307E+00
    1568     4.86701E+02     1.91343E+01     7.80698E-02     2.55332E+00
    1569     4.84253E+02     1.92099E+01     7.79849E-02     2.30730E+00
    1570     4.81832E+02     1.92840E+01     7.79001E-02     2.05513E+00
    1571     4.79439E+02     1.93565E+01     7.78156E-02     1.79687E+00
    1572     4.77073E+02     1.94274E+01     7.77312E-02     1.53269E+00
    1573     4.74735E+02     1.94968E+01     7.76470E-02     1.26274E+00
    1574     4.72426E+02     1.95644E+01     7.75630E-02     9.87213E-01
    1575     4.70146E+02     1.96303E+01     7.74792E-02     7.06248E-01
    1576     4.67894E+02     1.96946E+01     7.73957E-02     4.20032E-01
    1577     4.65673E+02     1.97572E+01     7.73123E-02     1.28709E-01
    1578     4.63482E+02     1.98180E+01     7.72292E-02    -1.67532E-01
    1579     4.61321E+02     1.98771E+01     7.71464E-02    -4.68547E-01
    1580     4.59189E+02     1.99344E+01     7.70637E-02    -7.74180E-01
    1581     4.57089E+02     1.99898E+01     7.69814E-02    -1.08428E+00
    1582     4.55020E+02     2.00435E+01     7.68993E-02    -1.39870E+00
    1583     4.52982E+02     2.00953E+01     7.68175E-02    -1.71729E+00
    1584     4.50975E+02     2.01452E+01     7.67360E-02    -2.03991E+00
    1585     4.48998E+02     2.01932E+01     7.66548E-02    -2.36639E+00
    1586     4.47054E+02     2.02393E+01     7.65739E-02    -2.69662E+00
    1587     4.45141E+02     2.02834E+01     7.64932E-02    -3.03041E+00
    1588     4.43260E+02     2.03255E+01     7.64129E-02    -3.36761E+00
    1589     4.41410E+02     2.03656E+01     7.63330E-02    -3.70806E+00
    1590     4.39593E+02     2.04037E+01     7.62533E-02    -4.05159E+00
    1591     4.37807E+02     2.04398E+01     7.61740E-02    -4.39805E+00
    1592     4.36054E+02     2.04738E+01     7.60950E-02    -4.74728E+00
    1593     4.34333E+02     2.05058E+01     7.60164E-02    -5.09911E+00
    1594     4.32644E+02     2.05357E+01     7.59381E-02    -5.45339E+00
    1595     4.30987E+02     2.05635E+01     7.58602E-02    -5.80994E+00
    1596     4.29362E+02     2.05892E+01     7.57827E-02    -6.16861E+00
    1597     4.27771E+02     2.06129E+01     7.57055E-02    -6.52923E+00
    1598     4.26211E+02     2.06344E+01     7.56287E-02    -6.89164E+00
    1599     4.24683E+02     2.06537E+01     7.55523E-02    -7.25567E+00
    1600     4.23189E+02     2.06710E+01     7.54763E-02    -7.62116E+00
    1601     4.21727E+02     2.06861E+01     7.54007E-02    -7.98797E+00
    1602     4.20296E+02     2.06990E+01     7.53255E-02    -8.35593E+00
    1603     4.18898E+02     2.07097E+01     7.52507E-02    -8.72490E+00
    1604     4.17532E+02     2.07183E+01     7.51762E-02    -9.09473E+00
    1605     4.16199E+02     2.07247E+01     7.51023E-02    -9.46528E+00
    1606     4.14896E+02     2.07290E+01     7.50287E-02    -9.83638E+00
    1607     4.13626E+02     2.07310E+01     7.49555E-02    -1.02078E+01
    1608     4.12388E+02     2.07307E+01     7.48828E-02    -1.05796E+01
    1609     4.11181E+02     2.07283E+01     7.48105E-02    -1.09513E+01
    1610     4.10005E+02     2.07237E+01     7.47387E-02    -1.13230E+01
    1611     4.08861E+02     2.07170E+01     7.46673E-02    -1.16944E+01
    1612     4.07749E+02     2.07081E+01     7.45963E-02    -1.20654E+01
    1613     4.06667E+02     2.06971E+01     7.45258E-02    -1.24358E+01
    1614     4.05616E+02     2.06840E+01     7.44557E-02    -1.28054E+01
    1615     4.04596E+02     2.06688E+01     7.43860E-02    -1.31741E+01
    1616     4.03607E+02     2.06515E+01     7.43168E-02    -1.35418E+01
    1617     4.02649E+02     2.06321E+01     7.42481E-02    -1.39083E+01
    1618     4.01720E+02     2.06105E+01     7.41798E-02    -1.42734E+01
    1619     4.00821E+02     2.05869E+01     7.41119E-02    -1.46371E+01
    1620     3.99952E+02     2.05612E+01     7.40445E-02    -1.49991E+01
    1621     3.99113E+02     2.05333E+01     7.39776E-02    -1.53594E+01
    1622     3.98302E+02     2.05035E+01     7.39111E-02    -1.57178E+01
    1623     3.97521E+02     2.04715E+01     7.38451E-02    -1.60742E+01
    1624     3.96767E+02     2.04375E+01     7.37796E-02    -1.64284E+01
    1625     3.96043E+02     2.04015E+01     7.37145E-02    -1.67803E+01
    1626     3.95347E+02     2.03635E+01     7.36498E-02    -1.71297E+01
    1627     3.94678E+02     2.03234E+01     7.35856E-02    -1.74766E+01
    1628     3.94037E+02     2.02815E+01     7.35219E-02    -1.78206E+01
    1629     3.93423E+02     2.02375E+01     7.34586E-02    -1.81619E+01
    1630     3.92836E+02     2.01916E+01     7.33958E-02    -1.85000E+01
    1631     3.92276E+02     2.01438E+01     7.33334E-02    -1.88352E+01
    1632     3.91742E+02     2.00940E+01     7.32715E-02    -1.91671E+01
    1633     3.91233E+02     2.00423E+01     7.32100E-02    -1.94956E+01
    1634     3.90751E+02     1.99888E+01     7.31490E-02    -1.98207E+01
    1635     3.90293E+02     1.99333E+01     7.30884E-02    -2.01422E+01
    1636     3.89860E+02     1.98759E+01     7.30283E-02    -2.04599E+01
    1637     3.89452E+02     1.98168E+01     7.29686E-02    -2.07739E+01
    1638     3.89067E+02     1.97558E+01     7.29093E-02    -2.10838E+01
    1639     3.88707E+02     1.96931E+01     7.28505E-02    -2.13898E+01
    1640     3.88369E+02     1.96286E+01     7.27921E-02    -2.16916E+01
    1641     3.88054E+02     1.95624E+01     7.27342E-02    -2.19891E+01
    1642     3.87762E+02     1.94946E+01     7.26767E-02    -2.22823E+01
    1643     3.87492E+02     1.94251E+01     7.26196E-02    -2.25710E+01
    1644     3.87245E+02     1.93540E+01     7.25629E-02    -2.28552E+01
    1645     3.87018E+02     1.92812E+01     7.25066E-02    -2.31347E+01
    1646     3.86812E+02     1.92068E+01     7.24508E-02    -2.34095E+01
    1647     3.86627E+02     1.91309E+01     7.23954E-02    -2.36794E+01
    1648     3.86461E+02     1.90535E+01     7.23403E-02    -2.39443E+01
    1649     3.86315E+02     1.89745E+01     7.22857E-02    -2.42043E+01
    1650     3.86188E+02     1.88939E+01     7.22315E-02    -2.44591E+01
    1651     3.86079E+02     1.88120E+01     7.21777E-02    -2.47088E+01
    1652     3.85990E+02     1.87286E+01     7.21242E-02    -2.49532E+01
    1653     3.85917E+02     1.86438E+01     7.20712E-02    -2.51923E+01
    1654     3.85862E+02     1.85576E+01     7.20185E-02    -2.54260E+01
    1655     3.85824E+02     1.84700E+01     7.19663E-02    -2.56542E+01
    1656     3.85802E+02     1.83812E+01     7.19144E-02    -2.58769E+01
    1657     3.85796E+02     1.82911E+01     7.18628E-02    -2.60940E+01
    1658     3.85805E+02     1.81998E+01     7.18116E-02    -2.63055E+01
    1659     3.85830E+02     1.81072E+01     7.17608E-02    -2.65112E+01
    1660     3.85869E+02     1.80135E+01     7.17103E-02    -2.67113E+01
    1661     3.85922E+02     1.79186E+01     7.16602E-02    -2.69055E+01
    1662     3.85988E+02     1.78226E+01     7.16105E-02    -2.70938E+01
    1663     3.86068E+02     1.77256E+01     7.15610E-02    -2.72763E+01
    1664     3.86160E+02     1.76276E+01     7.15119E-02    -2.74529E+01
    1665     3.86264E+02     1.75285E+01     7.14631E-02    -2.76233E+01
    1666     3.86380E+02     1.74284E+01     7.14147E-02    -2.77878E+01
    1667     3.86507E+02     1.73275E+01     7.13666E-02    -2.79463E+01
    1668     3.86645E+02     1.72256E+01     7.13187E-02    -2.80986E+01
    1669     3.86792E+02     1.71227E+01     7.12712E-02    -2.82447E+01
    1670     3.86949E+02     1.70191E+01     7.12240E-02    -2.83847E+01
    1671     3.87116E+02     1.69146E+01     7.11770E-02    -2.85184E+01
    1672     3.87290E+02     1.68094E+01     7.11304E-02    -2.86459E+01
    1673     3.87473E+02     1.67035E+01     7.10840E-02    -2.87672E+01
    1674     3.87664E+02     1.65968E+01     7.10379E-02    -2.88822E+01
    1675     3.87862E+02     1.64896E+01     7.09921E-02    -2.89909E+01
    1676     3.88067E+02     1.63818E+01     7.09465E-02    -2.90935E+01
    1677     3.88278E+02     1.62735E+01     7.09012E-02    -2.91898E+01
    1678     3.88496E+02     1.61646E+01     7.08561E-02    -2.92798E+01
    1679     3.88718E+02     1.60552E+01     7.08113E-02    -2.93636E+01
    1680     3.88945E+02     1.59455E+01     7.07667E-02    -2.94410E+01
    1681     3.89177E+02     1.58354E+01     7.07223E-02    -2.95122E+01
    1682     3.89412E+02     1.57248E+01     7.06782E-02    -2.95772E+01
    1683     3.89651E+02     1.56140E+01     7.06342E-02    -2.96357E+01
    1684     3.89893E+02     1.55028E+01     7.05905E-02    -2.96881E+01
    1685     3.90138E+02     1.53913E+01     7.05470E-02    -2.97341E+01
    1686     3.90384E+02     1.52797E+01     7.05036E-02    -2.97738E+01
    1687     3.90632E+02     1.51678E+01     7.04604E-02    -2.98073E+01
    1688     3.90881E+02     1.50557E+01     7.04174E-02    -2.98346E+01
    1689     3.91131E+02     1.49435E+01     7.03746E-02    -2.98557E+01
    1690     3.91381E+02     1.48313E+01     7.03320E-02    -2.98706E+01
    1691     3.91630E+02     1.47190E+01     7.02894E-02    -2.98794E+01
    1692     3.91880E+02     1.46067E+01     7.02471E-02    -2.98819E+01
    1693     3.92127E+02     1.44944E+01     7.02048E-02    -2.98785E+01
    1694     3.92374E+02     1.43821E+01     7.01627E-02    -2.98688E+01
    1695     3.92617E+02     1.42700E+01     7.01207E-02    -2.98532E+01
    1696     3.92859E+02     1.41579E+01     7.00789E-02    -2.98314E+01
    1697     3.93098E+02     1.40460E+01     7.00371E-02    -2.98037E+01
    1698     3.93332E+02     1.39343E+01     6.99954E-02    -2.97699E+01
    1699     3.93564E+02     1.38227E+01     6.99538E-02    -2.97303E+01
    1700     3.93791E+02     1.37115E+01     6.99123E-02    -2.96847E+01
    1701     3.94013E+02     1.36004E+01     6.98709E-02    -2.96333E+01
    1702     3.94230E+02     1.34897E+01     6.98295E-02    -2.95761E+01
    1703     3.94442E+02     1.33795E+01     6.97882E-02    -2.95133E+01
    1704     3.94649E+02     1.32695E+01     6.97470E-02    -2.94448E+01
    1705     3.94850E+02     1.31601E+01     6.97058E-02    -2.93708E+01
    1706     3.95044E+02     1.30511E+01     6.96646E-02    -2.92913E+01
    1707     3.95231E+02     1.29426E+01     6.96234E-02    -2.92064E+01
    1708     3.95412E+02     1.28347E+01     6.95823E-02    -2.91161E+01
    1709     3.95585E+02     1.27273E+01     6.95411E-02    -2.90204E+01
    1710     3.95751E+02     1.26205E+01     6.95000E-02    -2.89195E+01
    1711     3.95908E+02     1.25144E+01     6.94589E-02    -2.88134E+01
    1712     3.96057E+02     1.24088E+01     6.94177E-02    -2.87022E+01
    1713     3.96197E+02     1.23040E+01     6.93765E-02    -2.85859E+01
    1714     3.96328E+02     1.21998E+01     6.93353E-02    -2.84645E+01
    1715     3.96449E+02     1.20963E+01     6.92941E-02    -2.83384E+01
    1716     3.96562E+02     1.19937E+01     6.92528E-02    -2.82074E+01
    1717     3.96664E+02     1.18919E+01     6.92115E-02    -2.80716E+01
    1718     3.96755E+02     1.17908E+01     6.91701E-02    -2.79313E+01
    1719     3.96837E+02     1.16906E+01     6.91286E-02    -2.77863E+01
    1720     3.96907E+02     1.15913E+01     6.90871E-02    -2.76368E+01
    1721     3.96967E+02     1.14929E+01     6.90455E-02    -2.74829E+01
    1722     3.97016E+02     1.13954E+01     6.90038E-02    -2.73247E+01
    1723     3.97053E+02     1.12989E+01     6.89620E-02    -2.71624E+01
    1724     3.97079E+02     1.12034E+01     6.89201E-02    -2.69958E+01
    1725     3.97092E+02     1.11088E+01     6.88781E-02    -2.68253E+01
    1726     3.97093E+02     1.10153E+01     6.88360E-02    -2.66507E+01
    1727     3.97082E+02     1.09229E+01     6.87938E-02    -2.64723E+01
    1728     3.97058E+02     1.08315E+01     6.87515E-02    -2.62902E+01
    1729     3.97020E+02     1.07413E+01     6.87090E-02    -2.61044E+01
    1730     3.96970E+02     1.06522E+01     6.86664E-02    -2.59149E+01
    1731     3.96907E+02     1.05642E+01     6.86236E-02    -2.57219E+01
    1732     3.96830E+02     1.04773E+01     6.85807E-02    -2.55254E+01
    1733     3.96738E+02     1.03917E+01     6.85377E-02    -2.53257E+01
    1734     3.96633E+02     1.03072E+01     6.84945E-02    -2.51226E+01
    1735     3.96513E+02     1.02239E+01     6.84511E-02    -2.49165E+01
    1736     3.96379E+02     1.01419E+01     6.84075E-02    -2.47073E+01
    1737     3.96231E+02     1.00612E+01     6.83638E-02    -2.44952E+01
    1738     3.96069E+02     9.98175E+00     6.83199E-02    -2.42804E+01
    1739     3.95892E+02     9.90362E+00     6.82758E-02    -2.40628E+01
    1740     3.95700E+02     9.82681E+00     6.82316E-02    -2.38427E+01
    1741     3.95494E+02     9.75131E+00     6.81871E-02    -2.36201E+01
    1742     3.95273E+02     9.67719E+00     6.81424E-02    -2.33953E+01
    1743     3.95037E+02     9.60437E+00     6.80976E-02    -2.31681E+01
    1744     3.94785E+02     9.53299E+00     6.80525E-02    -2.29387E+01
    1745     3.94519E+02     9.46297E+00     6.80072E-02    -2.27072E+01
    1746     3.94237E+02     9.39438E+00     6.79617E-02    -2.24738E+01
    1747     3.93939E+02     9.32714E+00     6.79160E-02    -2.22384E+01
    1748     3.93626E+02     9.26139E+00     6.78700E-02    -2.20013E+01
    1749     3.93296E+02     9.19705E+00     6.78239E-02    -2.17625E+01
    1750     3.92951E+02     9.13411E+00     6.77775E-02    -2.15221E+01
    1751     3.92590E+02     9.07265E+00     6.77308E-02    -2.12802E+01
    1752     3.92214E+02     9.01266E+00     6.76840E-02    -2.10370E+01
    1753     3.91822E+02     8.95413E+00     6.76368E-02    -2.07926E+01
    1754     3.91414E+02     8.89706E+00     6.75895E-02    -2.05470E+01
    1755     3.90990E+02     8.84153E+00     6.75419E-02    -2.03004E+01
    1756     3.90550E+02     8.78744E+00     6.74940E-02    -2.00527E+01
    1757     3.90094E+02     8.73488E+00     6.74459E-02    -1.98044E+01
    1758     3.89622E+02     8.68377E+00     6.73975E-02    -1.95552E+01
    1759     3.89134E+02     8.63421E+00     6.73489E-02    -1.93055E+01
    1760     3.88631E+02     8.58615E+00     6.72999E-02    -1.90551E+01
    1761     3.88111E+02     8.53958E+00     6.72508E-02    -1.88044E+01
    1762     3.87575E+02     8.49454E+00     6.72013E-02    -1.85532E+01
    1763     3.87024E+02     8.45100E+00     6.71516E-02    -1.83020E+01
    1764     3.86457E+02     8.40898E+00     6.71016E-02    -1.80506E+01
    1765     3.85875E+02     8.36848E+00     6.70514E-02    -1.77991E+01
    1766     3.85277E+02     8.32950E+00     6.70008E-02    -1.75478E+01
    1767     3.84664E+02     8.29203E+00     6.69500E-02    -1.72967E+01
    1768     3.84036E+02     8.25609E+00     6.68989E-02    -1.70459E+01
    1769     3.83394E+02     8.22167E+00     6.68475E-02    -1.67955E+01
    1770     3.82737E+02     8.18877E+00     6.67958E-02    -1.65457E+01
    1771     3.82064E+02     8.15738E+00     6.67439E-02    -1.62965E+01
    1772     3.81377E+02     8.12750E+00     6.66916E-02    -1.60479E+01
    1773     3.80676E+02     8.09911E+00     6.66391E-02    -1.58002E+01
    1774     3.79960E+02     8.07224E+00     6.65862E-02    -1.55534E+01
    1775     3.79230E+02     8.04685E+00     6.65331E-02    -1.53075E+01
    1776     3.78486E+02     8.02296E+00     6.64797E-02    -1.50628E+01
    1777     3.77728E+02     8.00056E+00     6.64259E-02    -1.48191E+01
    1778     3.76956E+02     7.97963E+00     6.63719E-02    -1.45768E+01
    1779     3.76169E+02     7.96017E+00     6.63176E-02    -1.43357E+01
    1780     3.75370E+02     7.94217E+00     6.62630E-02    -1.40962E+01
    1781     3.74557E+02     7.92563E+00     6.62080E-02    -1.38581E+01
    1782     3.73731E+02     7.91053E+00     6.61528E-02    -1.36218E+01
    1783     3.72892E+02     7.89688E+00     6.60973E-02    -1.33870E+01
    1784     3.72040E+02     7.88465E+00     6.60415E-02    -1.31541E+01
    1785     3.71175E+02     7.87385E+00     6.59854E-02    -1.29231E+01
    1786     3.70298E+02     7.86445E+00     6.59290E-02    -1.26939E+01
    1787     3.69410E+02     7.85644E+00     6.58723E-02    -1.24669E+01
    1788     3.68508E+02     7.84982E+00     6.58153E-02    -1.22419E+01
    1789     3.67595E+02     7.84457E+00     6.57580E-02    -1.20192E+01
    1790     3.66671E+02     7.84068E+00     6.57004E-02    -1.17987E+01
    1791     3.65735E+02     7.83814E+00     6.56425E-02    -1.15806E+01
    1792     3.64787E+02     7.83693E+00     6.55843E-02    -1.13649E+01
    1793     3.63829E+02     7.83704E+00     6.55259E-02    -1.11517E+01
    1794     3.62859E+02     7.83844E+00     6.54671E-02    -1.09410E+01
    1795     3.61879E+02     7.84114E+00     6.54081E-02    -1.07330E+01
    1796     3.60888E+02     7.84511E+00     6.53488E-02    -1.05277E+01
    1797     3.59886E+02     7.85034E+00     6.52891E-02    -1.03251E+01
    1798     3.58875E+02     7.85680E+00     6.52293E-02    -1.01255E+01
    1799     3.57853E+02     7.86449E+00     6.51691E-02    -9.92869E+00
    1800     3.56822E+02     7.87339E+00     6.51086E-02    -9.73491E+00
    1801     3.55783E+02     7.88347E+00     6.50479E-02    -9.54415E+00
    1802     3.54734E+02     7.89474E+00     6.49869E-02    -9.35648E+00
    1803     3.53676E+02     7.90715E+00     6.49257E-02    -9.17199E+00
    1804     3.52611E+02     7.92070E+00     6.48642E-02    -8.99072E+00
    1805     3.51537E+02     7.93537E+00     6.48024E-02    -8.81270E+00
    1806     3.50456E+02     7.95113E+00     6.47403E-02    -8.63801E+00
    1807     3.49367E+02     7.96797E+00     6.46780E-02    -8.46667E+00
    1808     3.48271E+02     7.98587E+00     6.46155E-02    -8.29874E+00
    1809     3.47168E+02     8.00480E+00     6.45527E-02    -8.13428E+00
    1810     3.46057E+02     8.02475E+00     6.44897E-02    -7.97333E+00
    1811     3.44940E+02     8.04570E+00     6.44264E-02    -7.81592E+00
    1812     3.43817E+02     8.06761E+00     6.43629E-02    -7.66209E+00
    1813     3.42688E+02     8.09048E+00     6.42991E-02    -7.51189E+00
    1814     3.41552E+02     8.11429E+00     6.42352E-02    -7.36535E+00
    1815     3.40412E+02     8.13900E+00     6.41710E-02    -7.22250E+00
    1816     3.39267E+02     8.16460E+00     6.41065E-02    -7.08338E+00
    1817     3.38116E+02     8.19106E+00     6.40419E-02    -6.94804E+00
    1818     3.36962E+02     8.21837E+00     6.39771E-02    -6.81649E+00
    1819     3.35803E+02     8.24650E+00     6.39120E-02    -6.68877E+00
    1820     3.34640E+02     8.27542E+00     6.38467E-02    -6.56490E+00
    1821     3.33473E+02     8.30509E+00     6.37813E-02    -6.44491E+00
    1822     3.32303E+02     8.33556E+00     6.37156E-02    -6.32882E+00
    1823     3.31129E+02     8.36675E+00     6.36498E-02    -6.21668E+00
    1824     3.29953E+02     8.39860E+00     6.35838E-02    -6.10850E+00
    1825     3.28774E+02     8.43111E+00     6.35176E-02    -6.00429E+00
    1826     3.27593E+02     8.46437E+00     6.34512E-02    -5.90407E+00
    1827     3.26409E+02     8.49816E+00     6.33846E-02    -5.80785E+00
    1828     3.25224E+02     8.53258E+00     6.33179E-02    -5.71562E+00
    1829     3.24038E+02     8.56763E+00     6.32510E-02    -5.62742E+00
    1830     3.22850E+02     8.60324E+00     6.31840E-02    -5.54325E+00
    1831     3.21663E+02     8.63935E+00     6.31168E-02    -5.46312E+00
    1832     3.20474E+02     8.67597E+00     6.30494E-02    -5.38703E+00
    1833     3.19287E+02     8.71304E+00     6.29820E-02    -5.31499E+00
    1834     3.18099E+02     8.75065E+00     6.29143E-02    -5.24700E+00
    1835     3.16911E+02     8.78864E+00     6.28466E-02    -5.18306E+00
    1836     3.15725E+02     8.82704E+00     6.27787E-02    -5.12317E+00
    1837     3.14539E+02     8.86586E+00     6.27107E-02    -5.06735E+00
    1838     3.13355E+02     8.90502E+00     6.26425E-02    -5.01558E+00
    1839     3.12171E+02     8.94454E+00     6.25743E-02    -4.96787E+00
    1840     3.10990E+02     8.98437E+00     6.25059E-02    -4.92420E+00
    1841     3.09811E+02     9.02449E+00     6.24375E-02    -4.88457E+00
    1842     3.08633E+02     9.06479E+00     6.23689E-02    -4.84895E+00
    1843     3.07459E+02     9.10542E+00     6.23003E-02    -4.81735E+00
    1844     3.06288E+02     9.14624E+00     6.22315E-02    -4.78975E+00
    1845     3.05119E+02     9.18718E+00     6.21627E-02    -4.76613E+00
    1846     3.03954E+02     9.22834E+00     6.20938E-02    -4.74650E+00
    1847     3.02793E+02     9.26965E+00     6.20248E-02    -4.73084E+00
    1848     3.01635E+02     9.31104E+00     6.19557E-02    -4.71911E+00
    1849     3.00482E+02     9.35252E+00     6.18866E-02    -4.71131E+00
    1850     2.99333E+02     9.39404E+00     6.18174E-02    -4.70742E+00
    1851     2.98189E+02     9.43560E+00     6.17481E-02    -4.70743E+00
    1852     2.97049E+02     9.47714E+00     6.16788E-02    -4.71131E+00
    1853     2.95914E+02     9.51874E+00     6.16095E-02    -4.71905E+00
    1854     2.94785E+02     9.56020E+00     6.15401E-02    -4.73059E+00
    1855     2.93661E+02     9.60166E+00     6.14707E-02    -4.74590E+00
    1856     2.92544E+02     9.64300E+00     6.14012E-02    -4.76495E+00
    1857     2.91431E+02     9.68430E+00     6.13317E-02    -4.78770E+00
    1858     2.90326E+02     9.72541E+00     6.12622E-02    -4.81411E+00
    1859     2.89227E+02     9.76635E+00     6.11927E-02    -4.84416E+00
    1860     2.88135E+02     9.80714E+00     6.11232E-02    -4.87779E+00
    1861     2.87049E+02     9.84777E+00     6.10537E-02    -4.91497E+00
    1862     2.85971E+02     9.88812E+00     6.09841E-02    -4.95566E+00
    1863     2.84901E+02     9.92827E+00     6.09146E-02    -4.99981E+00
    1864     2.83839E+02     9.96822E+00     6.08451E-02    -5.04739E+00
    1865     2.82784E+02     1.00078E+01     6.07756E-02    -5.09836E+00
    1866     2.81736E+02     1.00471E+01     6.07061E-02    -5.15267E+00
    1867     2.80697E+02     1.00860E+01     6.06367E-02    -5.21028E+00
    1868     2.79667E+02     1.01247E+01     6.05673E-02    -5.27113E+00
    1869     2.78645E+02     1.01629E+01     6.04979E-02    -5.33517E+00
    1870     2.77632E+02     1.02008E+01     6.04285E-02    -5.40236E+00
    1871     2.76628E+02     1.02383E+01     6.03593E-02    -5.47263E+00
    1872     2.75632E+02     1.02753E+01     6.02900E-02    -5.54595E+00
    1873     2.74646E+02     1.03120E+01     6.02208E-02    -5.62225E+00
    1874     2.73669E+02     1.03481E+01     6.01517E-02    -5.70149E+00
    1875     2.72703E+02     1.03837E+01     6.00827E-02    -5.78360E+00
    1876     2.71745E+02     1.04189E+01     6.00137E-02    -5.86852E+00
    1877     2.70798E+02     1.04535E+01     5.99448E-02    -5.95620E+00
